TestID,ElapsedTime,BytesSent,BytesAcked,BytesRetrans,RTT,RTTVar,RWndLimited,SndBufLimited,MinRTT,FinalSpeed
1,604312,475115,231219,0,147065,20593,0,0,100210,5.075926511070674
1,1137446,1192623,840959,0,294836,6386,0,0,100210,5.075926511070674
1,2811147,2190895,1632203,26942,549209,5117,0,0,100210,5.075926511070674
1,4441521,2987811,1928565,324722,373350,23212,329000,0,100210,5.075926511070674
1,6096471,3791817,3182077,411220,534825,1683,422000,0,100210,5.075926511070674
1,6742608,4210127,3720917,411220,100610,586,422000,0,100170,5.075926511070674
1,7956246,5618201,5048165,411220,119804,692,422000,0,100142,5.075926511070674
2,104367,15683,3167,0,101131,21760,0,0,100816,3.1706338805824927
2,702399,289357,93673,7090,265492,19189,0,0,100816,3.1706338805824927
2,1053402,658037,425485,14180,121825,11422,79000,0,100816,3.1706338805824927
2,3503446,1808035,639603,320468,430481,10316,79000,0,100816,3.1706338805824927
2,4128519,2095889,1626531,425400,102395,424,79000,0,100000,3.1706338805824927
2,4645882,2307171,1839231,425400,107641,554,79000,0,100000,3.1706338805824927
2,6224534,2955197,2483003,429654,101578,1136,79000,0,100000,3.1706338805824927
2,8071071,3712409,3241633,429654,100435,52,79000,0,100000,3.1706338805824927
2,10000259,4547611,3963395,458014,121234,5539,79000,0,100000,3.1706338805824927
3,584642,428321,222711,0,144531,3490,0,0,100252,5.138437308168054
3,668866,618333,316299,0,146617,2923,0,0,100252,5.138437308168054
3,1516038,1442191,1090527,0,482128,9078,0,0,100252,5.138437308168054
3,2182137,1781093,1447863,0,647175,20032,0,0,100252,5.138437308168054
3,3024698,2122831,1898787,0,562186,11135,0,0,100252,5.138437308168054
3,4503672,2949525,2670179,0,505466,12475,0,0,100252,5.138437308168054
3,6642822,3949215,3716663,0,308879,1625,0,0,100252,5.138437308168054
3,7821607,5005625,4859571,0,104764,2224,0,0,100220,5.138437308168054
3,8570327,5835155,5504761,0,249362,18352,0,0,100220,5.138437308168054
4,177336,41207,12847,0,102516,9337,0,0,100390,6.630814059706604
4,349036,127705,63895,0,100934,687,0,0,100307,6.630814059706604
4,592306,577211,280849,0,117525,6043,0,0,100265,6.630814059706604
4,867838,954399,340405,5672,257109,4668,0,0,100265,6.630814059706604
4,1279605,1385471,945891,22688,141908,5639,241000,0,100265,6.630814059706604
4,2434501,2586517,1956925,136128,186595,6791,241000,0,100265,6.630814059706604
4,4083998,3718081,2682941,462268,270737,10309,241000,0,100265,6.630814059706604
4,5019079,4537685,3743605,686312,101413,1402,241000,0,100000,6.630814059706604
4,5238381,4778745,3976157,686312,102766,2915,241000,0,100000,6.630814059706604
4,7076330,6535647,5226833,906102,185615,841,241000,0,100000,6.630814059706604
4,8536923,8211723,6900073,1195374,100848,521,241000,0,100000,6.630814059706604
4,9086164,8864003,7531083,1212390,102489,620,241000,0,100000,6.630814059706604
5,626050,279431,151811,0,167130,4643,0,0,100409,5.364921853943932
5,872064,441083,279431,0,235764,15020,0,0,100409,5.364921853943932
5,1480840,775731,582883,0,357443,14664,0,0,100409,5.364921853943932
5,2464817,1127395,994103,0,464571,17907,0,0,100409,5.364921853943932
5,3290801,1657727,1549959,0,102505,759,0,0,100319,5.364921853943932
5,3863849,2348293,2217837,0,108827,421,0,0,100319,5.364921853943932
5,4348614,2946689,2797799,0,106821,246,0,0,100319,5.364921853943932
5,4753178,3410375,3279919,0,109276,221,0,0,100319,5.364921853943932
5,5130305,3865553,3692557,0,139330,1907,0,0,100319,5.364921853943932
5,7108996,5022641,4767401,0,630395,6615,0,0,100319,5.364921853943932
6,559210,377273,178753,1418,140799,504,0,0,100345,5.5024826187589
6,1184460,1134485,744535,9926,244549,6246,171000,0,100345,5.5024826187589
6,2914284,2193731,1564139,90752,412998,1147,171000,0,100345,5.5024826187589
6,3744013,2836085,2121413,171578,325485,13836,171000,0,100345,5.5024826187589
6,6072162,4140645,3228871,445252,132396,10662,171000,0,100345,5.5024826187589
6,6361653,4374615,3825849,462268,101221,991,171000,0,100000,5.5024826187589
6,7642828,5740149,5136081,487792,101271,500,171000,0,100000,5.5024826187589
6,7904355,6077633,5436697,487792,106236,1744,171000,0,100000,5.5024826187589
7,25613,63895,35535,0,10547,174,0,0,10321,945.2867100031167
7,51419,331897,165991,0,10460,118,0,0,10246,945.2867100031167
7,77349,1825051,931711,0,10537,161,0,0,10202,945.2867100031167
7,702646,76892607,72660979,2091866,16384,196,19000,0,10000,945.2867100031167
7,1327966,151550307,147378235,2091866,17575,135,19000,0,10000,945.2867100031167
7,1403844,160675137,156420821,2091866,18007,140,19000,0,10000,945.2867100031167
7,1882518,217785087,213587491,2091866,17580,155,19000,0,10000,945.2867100031167
7,2507852,292570407,288229593,2091866,20247,282,19000,0,10000,945.2867100031167
7,2675526,312542937,308271605,2091866,20594,190,19000,0,10000,945.2867100031167
7,3046222,356763267,352540147,2091866,17958,107,19000,0,10000,945.2867100031167
7,3210417,376544367,372155341,2091866,18373,116,19000,0,10000,945.2867100031167
7,3501210,411320817,406880743,2091866,19632,160,19000,0,10000,945.2867100031167
7,3893425,458157357,453722955,2091866,20762,240,19000,0,10000,945.2867100031167
7,4042511,475960347,471525945,2091866,20334,211,19000,0,10000,945.2867100031167
7,4668200,549408493,545955347,2094702,11164,117,31000,0,10000,945.2867100031167
7,4753653,559937143,556163529,2094702,12179,105,31000,0,10000,945.2867100031167
7,4952141,583546843,579871071,2094702,13336,73,31000,0,10000,945.2867100031167
7,5104456,601860313,598073937,2094702,14527,229,31000,0,10000,945.2867100031167
7,5347986,631085293,627141519,2094702,16141,184,31000,0,10000,945.2867100031167
7,5484822,647803513,643488223,2094702,16643,110,31000,0,10000,945.2867100031167
7,5726344,676773253,672330343,2094702,17626,161,31000,0,10000,945.2867100031167
7,6160880,728586973,724222053,2094702,19698,159,31000,0,10000,945.2867100031167
7,6377269,754685263,750052341,2094702,18935,151,31000,0,10000,945.2867100031167
7,6590713,779954023,775546563,2094702,19355,111,31000,0,10000,945.2867100031167
7,6634935,785250253,780810179,2094702,20528,262,31000,0,10000,945.2867100031167
7,6873336,813709513,809326159,2094702,19522,210,31000,0,10000,945.2867100031167
7,6936500,821366713,816833051,2094702,19398,137,31000,0,10000,945.2867100031167
7,7562391,895960603,891590011,2094702,19312,166,31000,0,10000,945.2867100031167
7,7892968,935458993,931064295,2094702,19179,130,31000,0,10000,945.2867100031167
7,8518095,1008261152,1004613740,2107464,12602,128,31000,0,10000,945.2867100031167
7,8551691,1012281182,1008642278,2107464,12920,104,31000,0,10000,945.2867100031167
7,8818482,1044632852,1040504738,2107464,16625,299,31000,0,10000,945.2867100031167
7,8857780,1049290982,1045205408,2107464,16915,142,31000,0,10000,945.2867100031167
7,8890075,1053438632,1049053860,2107464,16981,129,31000,0,10000,945.2867100031167
7,9048251,1072262582,1067948710,2107464,17508,191,31000,0,10000,945.2867100031167
7,9614650,1140092612,1135590146,2107464,19271,151,31000,0,10000,945.2867100031167
7,9939482,1178952902,1174368192,2107464,19643,206,31000,0,10000,945.2867100031167
7,9964707,1181824352,1177398458,2107464,21601,152,31000,0,10000,945.2867100031167
7,10000973,1186163432,1181723358,2107464,19504,158,31000,0,10000,945.2867100031167
8,155841,38371,12847,0,102220,9373,0,0,100300,5.173716781961634
8,353307,130541,66731,0,100671,545,0,0,100290,5.173716781961634
8,594681,439665,221293,0,150593,11984,0,0,100278,5.173716781961634
8,922041,943055,598481,0,225064,7279,0,0,100278,5.173716781961634
8,2498131,1922893,1722955,0,496674,9534,0,0,100278,5.173716781961634
8,4429803,2931079,2644655,0,460236,23064,0,0,100278,5.173716781961634
8,6755826,3984665,3825849,0,250635,9787,0,0,100278,5.173716781961634
8,8229038,5490581,5321839,0,125767,5500,0,0,100263,5.173716781961634
9,400322,174499,86583,0,100714,52,0,0,100347,86.66764196108575
9,442601,232637,120615,0,100913,385,0,0,100347,86.66764196108575
9,520621,398543,198605,0,102423,451,0,0,100347,86.66764196108575
9,737725,1798109,896261,0,100815,479,0,0,100197,86.66764196108575
9,1046250,7531199,4278191,0,178203,1133,0,0,100194,86.66764196108575
9,1396028,9911331,6660547,944388,202648,1929,0,0,100194,86.66764196108575
9,1447412,11045121,8958617,944388,186735,432,25000,0,100194,86.66764196108575
9,1917019,16919952,11395367,1888776,212687,6356,25000,0,100194,86.66764196108575
9,2110913,20518255,15293653,1888776,104609,2414,53000,0,100194,86.66764196108575
9,2697335,25858069,21278421,2867196,151015,15049,285000,0,100194,86.66764196108575
9,2992860,29386053,24641425,2867196,175821,353,285000,0,100194,86.66764196108575
9,3248520,32441843,27694379,2867196,157254,225,285000,0,100194,86.66764196108575
9,3899978,40203975,35474945,2867196,157864,585,285000,0,100194,86.66764196108575
9,4138529,43022959,38325125,2867196,154820,178,285000,0,100194,86.66764196108575
9,4659222,49189841,44543055,2867196,164205,458,285000,0,100194,86.66764196108575
9,4890577,51933671,47305319,2867196,148609,241,285000,0,100194,86.66764196108575
9,5282557,56777559,51990391,2867196,145222,165,285000,0,100194,86.66764196108575
9,5657358,61017379,56467017,2867196,142034,172,285000,0,100194,86.66764196108575
9,5777878,62439633,57906287,2867196,140951,191,285000,0,100194,86.66764196108575
9,6403564,69852937,65379147,2867196,135610,209,285000,0,100194,86.66764196108575
9,6645048,72713043,68263359,2867196,133518,242,285000,0,100194,86.66764196108575
9,6731361,73734003,69295663,2867196,132820,252,285000,0,100194,86.66764196108575
9,6995767,76860693,72452131,2867196,152478,397,285000,0,100194,86.66764196108575
9,7621770,84468263,79927827,2867196,124998,225,285000,0,100194,86.66764196108575
9,7891156,87464497,83149523,2867196,122267,135,285000,0,100194,86.66764196108575
9,8234737,91529903,87248961,2867196,119505,243,285000,0,100194,86.66764196108575
9,8604356,95910105,91664613,2867196,140730,226,285000,0,100194,86.66764196108575
9,8780699,97993147,93770343,2867196,114884,237,285000,0,100194,86.66764196108575
9,9234383,103589993,99189939,2867196,110948,192,285000,0,100194,86.66764196108575
9,9371357,104993813,100829147,2867196,129344,368,285000,0,100194,86.66764196108575
9,9897031,111213161,107105215,2867196,105201,206,285000,0,100194,86.66764196108575
9,10000399,112544663,108338875,2867196,104193,223,285000,0,100194,86.66764196108575
10,123392,24191,12847,0,104861,12620,0,0,100392,4.52285315895657
10,234463,58223,29863,0,103207,4097,0,0,100326,4.52285315895657
10,458918,248235,120615,0,109042,6608,0,0,100288,4.52285315895657
10,964341,479261,287939,12762,271589,368,234000,0,100288,4.52285315895657
10,1485118,886335,548851,31196,280044,761,252000,0,100000,4.52285315895657
10,1872522,1063585,870737,52466,120050,3752,252000,0,100000,4.52285315895657
10,2920621,1684669,1477641,95006,105644,1196,252000,0,100000,4.52285315895657
10,3727235,2178133,1948417,102096,114827,1198,252000,0,100000,4.52285315895657
10,4011568,2349711,2176715,107768,108219,1411,252000,0,100000,4.52285315895657
10,5577111,3285591,3087071,133292,110094,1277,252000,0,100000,4.52285315895657
10,6262712,3705319,3447243,144636,108592,1189,252000,0,100000,4.52285315895657
10,7320554,4350509,4126465,157398,108081,187,252000,0,100000,4.52285315895657
10,8378155,4998535,4751803,170160,115062,5770,252000,0,100000,4.52285315895657
10,9410734,5623873,5320421,191430,118472,952,252000,0,100000,4.52285315895657
11,148867,35535,12847,0,102186,9365,0,0,100313,5.305062586217483
11,504704,321971,153229,0,106066,7498,0,0,100296,5.305062586217483
11,896333,913277,572957,0,219106,7785,0,0,100296,5.305062586217483
11,1562833,1490403,1137321,0,484276,4876,0,0,100296,5.305062586217483
11,1995647,1714447,1362783,0,619309,1544,0,0,100296,5.305062586217483
11,3656551,2505691,2247615,0,316787,18101,0,0,100296,5.305062586217483
11,5650278,3431645,3165061,0,730546,5323,0,0,100296,5.305062586217483
11,7111631,4330657,4217217,0,101530,1045,0,0,100290,5.305062586217483
11,8112942,5527449,5355871,0,124675,1368,0,0,100256,5.305062586217483
11,8908431,6162713,5907473,0,377435,5650,0,0,100256,5.305062586217483
12,60091,7289107,6850363,170864,2254,127,0,0,243,940.9262565362122
12,520871,61545667,61021491,214304,2330,148,0,0,243,940.9262565362122
12,778780,91910227,91387499,214304,2252,141,0,0,243,940.9262565362122
12,1023740,120710947,120221523,214304,2342,119,0,0,243,940.9262565362122
12,1081777,127487587,127047395,214304,2195,146,0,0,243,940.9262565362122
12,1192696,140584747,140083739,214304,2339,120,0,0,243,940.9262565362122
12,1287020,151664843,151184107,217200,2520,125,0,0,243,940.9262565362122
12,1905668,224513723,223995339,217200,2418,169,0,0,243,940.9262565362122
12,2051570,241650803,241178755,217200,2126,150,0,0,243,940.9262565362122
12,2368142,278926667,278427107,221544,2357,107,0,0,243,940.9262565362122
12,2625330,309160907,308687411,221544,2429,194,0,0,243,940.9262565362122
12,2795066,329165027,328661123,221544,2105,127,0,0,243,940.9262565362122
12,3289418,387287747,386838867,221544,2189,108,0,0,243,940.9262565362122
12,3914755,460941715,460222059,440192,2094,90,0,0,243,940.9262565362122
12,3940239,463939075,463217971,440192,2078,134,0,0,243,940.9262565362122
12,4028369,474234355,473591443,440192,2164,113,0,0,243,940.9262565362122
12,4119208,484985755,484277683,440192,2459,139,0,0,243,940.9262565362122
12,4166357,490524355,489824971,440192,2462,184,0,0,243,940.9262565362122
12,4195230,493912675,493214739,440192,2428,162,0,0,243,940.9262565362122
12,4618955,543760075,543082411,440192,2169,154,0,0,243,940.9262565362122
12,4742967,558355915,557655083,440192,2366,116,0,0,243,940.9262565362122
12,4948610,582595435,581887363,440192,2102,119,0,0,243,940.9262565362122
12,5373541,632573155,631879563,440192,2214,111,0,0,243,940.9262565362122
12,5552711,653684995,652952307,440192,2406,181,0,0,243,940.9262565362122
12,5674105,667955035,667259995,440192,2513,187,0,0,243,940.9262565362122
12,5763971,678576115,677827499,440192,2504,181,0,0,243,940.9262565362122
12,5881388,692390035,691642867,440192,2426,200,0,0,243,940.9262565362122
12,6180151,727511275,726795963,440192,2275,101,0,0,243,940.9262565362122
12,6297840,741390355,740657667,440192,2410,106,0,0,243,940.9262565362122
12,6363804,749144395,748401571,440192,2339,185,0,0,243,940.9262565362122
12,6720883,791172595,790445699,440192,2220,195,0,0,243,940.9262565362122
12,6775350,797558275,796847307,440192,2470,170,0,0,243,940.9262565362122
12,7042558,828965395,828302211,440192,2054,141,0,0,243,940.9262565362122
12,7127454,839000035,838307891,440192,2077,169,0,0,243,940.9262565362122
12,7516060,884742355,884014011,440192,2432,189,0,0,243,940.9262565362122
12,7657639,901423315,900679043,440192,2413,180,0,0,243,940.9262565362122
12,7690689,905332915,904579955,440192,2303,150,0,0,243,940.9262565362122
12,7750712,912370195,911633163,440192,2533,151,0,0,243,940.9262565362122
12,7845042,923448843,922720499,441640,2425,111,0,0,243,940.9262565362122
12,8129973,956941083,956270659,441640,2190,200,0,0,243,940.9262565362122
12,8396660,988413363,987661851,441640,2441,171,0,0,243,940.9262565362122
12,9022722,1061877643,1061181155,470600,2132,128,0,0,243,940.9262565362122
12,9081081,1068784603,1068035987,470600,2273,129,0,0,243,940.9262565362122
12,9406956,1107163843,1106394955,470600,2236,114,0,0,243,940.9262565362122
12,9458251,1113158563,1112422979,470600,2253,109,0,0,243,940.9262565362122
12,10000249,1176885043,1176187107,470600,2344,232,0,0,243,940.9262565362122
13,625660,360257,191515,0,160783,6877,0,0,100356,2.522402782913901
13,1604787,816853,636767,0,412593,16983,0,0,100356,2.522402782913901
13,2259011,974251,884917,0,445954,10193,0,0,100356,2.522402782913901
13,4334047,1734299,1569811,0,513144,6662,0,0,100356,2.522402782913901
13,5149399,1976777,1825051,0,494291,3923,0,0,100356,2.522402782913901
13,7533305,2596443,2477331,0,448178,11645,0,0,100356,2.522402782913901
13,9386133,3043113,2959451,0,371881,7506,0,0,100356,2.522402782913901
14,126579,12847,1547,0,1000583,281450,0,0,1000559,4.303954485086744
14,1132925,19937,12847,0,1000632,89149,0,0,1000338,4.303954485086744
14,2397968,58223,29863,0,1018915,35119,0,0,1000338,4.303954485086744
14,3649365,136213,66731,0,1031872,6523,0,0,1000338,4.303954485086744
14,3954438,161737,83747,0,1030687,2474,0,0,1000338,4.303954485086744
14,4507384,238309,124869,0,1019024,2376,0,0,1000338,4.303954485086744
14,5204362,384363,190097,0,1013797,1483,0,0,1000338,4.303954485086744
14,5612990,506311,258161,0,1003224,3962,0,0,1000338,4.303954485086744
14,6631072,1035225,511983,0,1000802,59,0,0,1000338,4.303954485086744
14,7082526,1420921,707667,0,1002773,2709,0,0,1000338,4.303954485086744
14,8127559,2938181,1463461,0,1000811,186,0,0,1000338,4.303954485086744
14,9052118,5582751,2789291,0,1000849,199,0,0,1000231,4.303954485086744
14,9546243,6114501,3937871,0,1000836,185,0,0,1000231,4.303954485086744
14,10000063,8486758,5379977,0,1001060,813,0,0,1000193,4.303954485086744
15,625846,463771,191515,1418,160368,3317,0,0,100300,5.480428932306542
15,1101901,1047987,606989,7090,216308,5859,216000,0,100000,5.480428932306542
15,2608632,1914385,1471969,55302,323518,1778,216000,0,100000,5.480428932306542
15,6219187,4103777,3485529,414056,102440,1984,216000,0,100000,5.480428932306542
15,6315096,4176095,3686885,414056,100677,412,216000,0,100000,5.480428932306542
15,7783329,5853589,5236759,426818,124283,1195,216000,0,100000,5.480428932306542
15,8000330,6105993,5480655,429654,105971,46,216000,0,100000,5.480428932306542
16,83326,12847,1547,0,100659,28320,0,0,100654,9.183574832114624
16,258468,66731,38371,0,101454,1638,0,0,100449,9.183574832114624
16,605915,611243,297865,0,122810,6778,0,0,100239,9.183574832114624
16,787605,873573,514819,0,213230,9236,0,0,100239,9.183574832114624
16,2122000,2241943,2108651,0,110740,225,0,0,100239,9.183574832114624
16,3086078,3387687,3261485,0,107361,80,0,0,100239,9.183574832114624
16,3500705,3886823,3757785,0,125337,4022,0,0,100239,9.183574832114624
16,5008583,5708953,5557227,0,104182,279,0,0,100239,9.183574832114624
16,6259609,7179419,7051799,0,108570,210,0,0,100239,9.183574832114624
16,6663108,7687063,7532501,0,104664,284,0,0,100239,9.183574832114624
16,8064398,9330525,9205741,0,105812,264,0,0,100239,9.183574832114624
16,8567962,9934593,9806973,0,109045,1215,0,0,100239,9.183574832114624
16,9228618,10725837,10593963,0,121385,3830,0,0,100239,9.183574832114624
17,592489,175917,68149,2836,148900,13810,0,0,101045,4.878414837075024
17,1052039,784239,419813,7090,129356,3662,0,0,101045,4.878414837075024
17,2138067,1703103,985595,68064,550351,4974,0,0,101045,4.878414837075024
17,3683761,2643237,1867591,195684,450571,13041,0,0,101045,4.878414837075024
17,5899961,4173259,3584789,501972,104563,587,0,0,100763,4.878414837075024
17,6907232,5211235,4475293,527496,100959,179,0,0,100000,4.878414837075024
17,9352679,6951121,5703281,659370,533379,3448,0,0,100000,4.878414837075024
18,625555,463771,248235,0,155704,15701,0,0,100317,4.587824479803184
18,1103346,806927,588555,0,304732,95,0,0,100317,4.587824479803184
18,1899605,1243671,1158591,0,122664,3287,0,0,100317,4.587824479803184
18,3659826,2030661,1873263,0,374931,23558,0,0,100317,4.587824479803184
18,4874916,2885715,2741079,0,197707,381,0,0,100317,4.587824479803184
18,6126622,3767711,3635837,0,185906,651,0,0,100317,4.587824479803184
18,7261597,4154825,3997427,0,500263,6739,0,0,100317,4.587824479803184
18,8639250,5014133,4876587,0,198181,304,0,0,100317,4.587824479803184
18,9265099,5457967,5313331,0,222069,6934,0,0,100317,4.587824479803184
19,625288,808345,414141,0,100441,14,0,0,100258,241.7112762098002
19,696811,1297555,655201,0,100424,33,0,0,100193,241.7112762098002
19,939688,6578661,3471349,0,100610,59,0,0,100193,241.7112762098002
19,1030683,9111311,6112139,0,100717,225,0,0,100193,241.7112762098002
19,1272069,17544797,13988195,0,100794,223,0,187000,100193,241.7112762098002
19,1875227,36448074,32953468,0,100687,288,0,693000,100193,241.7112762098002
19,1923681,38236360,34677976,0,100767,121,0,725000,100193,241.7112762098002
19,2549524,58878104,55301500,0,100727,171,0,1184000,100193,241.7112762098002
19,2695212,62918917,59078262,0,101551,1624,66000,1229000,100193,241.7112762098002
19,3276258,82702723,79157481,0,100805,154,136000,1594000,100193,241.7112762098002
19,3451050,87430732,84491009,0,100885,196,136000,1737000,100193,241.7112762098002
19,3720210,97279386,94496022,0,100676,129,147000,1925000,100193,241.7112762098002
19,3912354,103899723,100507341,0,100760,109,147000,2067000,100193,241.7112762098002
19,4537974,123968002,120311150,0,100780,158,197000,2491000,100193,241.7112762098002
19,5068083,141772059,138228235,0,100814,196,197000,2914000,100193,241.7112762098002
19,5381684,152683560,149090550,0,100790,109,197000,3132000,100193,241.7112762098002
19,5510776,156341605,152683560,0,100790,125,197000,3228000,100193,241.7112762098002
19,5672997,162710332,159673312,0,100831,197,197000,3359000,100193,241.7112762098002
19,5887656,170090738,166370156,0,100830,151,206000,3505000,100193,241.7112762098002
19,5951982,171049526,168255230,0,100676,98,246000,3523000,100193,241.7112762098002
19,6195954,179300891,176276077,0,100649,156,276000,3678000,100193,241.7112762098002
19,6267027,181089177,178163655,0,100739,126,276000,3734000,100193,241.7112762098002
19,6523064,190674719,187719809,0,100816,113,276000,3917000,100193,241.7112762098002
19,6695723,194841225,192093153,0,100914,206,276000,4054000,100193,241.7112762098002
19,6972197,205178692,201620308,0,100888,118,276000,4268000,100193,241.7112762098002
19,7521856,222979125,219355117,0,100761,157,276000,4739000,100193,241.7112762098002
19,7790130,231905470,228252246,0,100876,111,276000,4942000,100193,241.7112762098002
19,7971800,237554066,233726568,0,100740,180,317000,5040000,100193,241.7112762098002
19,8446601,253812356,250184688,0,100713,186,360000,5339000,100193,241.7112762098002
19,8912153,269366886,265724658,0,100806,190,360000,5739000,100193,241.7112762098002
19,9537195,290330098,287119916,0,100651,149,360000,6223000,100193,241.7112762098002
19,9820667,299196185,296377965,0,100753,250,397000,6419000,100193,241.7112762098002
19,10000887,305792915,302165895,0,100660,112,423000,6526000,100193,241.7112762098002
20,625906,99844775,88547561,8303166,2070,383,285000,0,159,1337.5280601916832
20,1251999,161037629,144564233,12930100,1842,387,713000,0,159,1337.5280601916832
20,1323581,163885259,149999427,13088916,2016,256,775000,0,159,1337.5280601916832
20,1558461,197147555,177300181,16527566,1734,316,909000,0,159,1337.5280601916832
20,1805576,255428503,233956371,20658200,1813,231,969000,0,159,1337.5280601916832
20,1854198,263813997,239204389,21372872,1683,993,989000,0,159,1337.5280601916832
20,2479609,344719121,314831159,29132168,2629,502,1363000,0,159,1337.5280601916832
20,2700071,378986681,343504537,31803680,1193,263,1468000,0,159,1337.5280601916832
20,2893036,403707985,368401781,33717980,2952,940,1587000,0,159,1337.5280601916832
20,3116829,418514677,381845839,35198372,1558,419,1760000,0,159,1337.5280601916832
20,3620222,514551563,469943343,44416790,631,138,1958000,0,159,1337.5280601916832
20,3645589,523004261,477728163,44637998,2141,153,1958000,0,159,1337.5280601916832
20,3682047,534112873,487557739,45728440,1561,326,1958000,0,159,1337.5280601916832
20,3770057,562718187,512915833,48554514,894,142,1958000,0,159,1337.5280601916832
20,4200889,635911093,580307701,54555490,2746,295,2151000,0,159,1337.5280601916832
20,4226572,643902941,588020203,55145378,1153,99,2151000,0,159,1337.5280601916832
20,4698933,729816359,666478143,62955356,1718,294,2355000,0,159,1337.5280601916832
20,5149484,807867333,737863099,69475320,1848,346,2554000,0,159,1337.5280601916832
20,5479392,872805179,795077981,74116702,2647,1558,2681000,0,159,1337.5280601916832
20,5823647,924566817,843333939,77712750,1417,482,2854000,0,159,1337.5280601916832
20,6074621,969964853,888531271,80726000,2271,349,2952000,0,159,1337.5280601916832
20,6136553,988995831,905808183,81961078,2601,281,2952000,0,159,1337.5280601916832
20,6348384,1056428821,967087053,87937948,1686,282,2953000,0,159,1337.5280601916832
20,6614487,1133343659,1034867453,94819502,2123,1117,2969000,0,159,1337.5280601916832
20,6963208,1186171567,1085056145,99315980,2067,197,3148000,0,159,1337.5280601916832
20,7230331,1242815583,1135667401,103632960,1991,171,3240000,0,159,1337.5280601916832
20,7661767,1340185389,1227454541,112115436,1055,121,3359000,0,159,1337.5280601916832
20,7840084,1397415869,1278308275,117596006,2333,229,3359000,0,159,1337.5280601916832
20,7872393,1406194303,1283367699,119012588,1518,331,3367000,0,159,1337.5280601916832
20,8489297,1523718508,1392509894,127624102,1808,452,3608000,0,159,1337.5280601916832
20,8673871,1538470154,1408621210,128340192,2112,237,3748000,0,159,1337.5280601916832
20,8699627,1547189436,1417195856,129015160,2368,190,3748000,0,159,1337.5280601916832
20,8834013,1586902119,1453622439,133195424,639,151,3750000,0,159,1337.5280601916832
20,9380899,1690373250,1547120264,139732602,2490,1318,3953000,0,159,1337.5280601916832
20,10000983,1826028148,1672074424,153570864,990,52,4145000,0,159,1337.5280601916832
21,202833,65103733,54194627,10288022,2529,222,1000,0,190,1327.912411967562
21,347315,75603865,60791163,11178526,1811,376,114000,0,190,1327.912411967562
21,658531,149885953,129920081,18689672,2800,1311,198000,0,173,1327.912411967562
21,706532,164233277,143535717,20083566,1323,234,198000,0,173,1327.912411967562
21,1051673,211293861,185688603,24710500,3293,630,399000,0,173,1327.912411967562
21,1138584,240331665,213128321,26629054,1166,208,401000,0,173,1327.912411967562
21,1176946,252829917,223556293,28151986,2783,499,401000,0,173,1327.912411967562
21,1363910,306645853,272826121,33025652,2318,256,401000,0,173,1327.912411967562
21,1555683,366206107,327092981,38666456,2126,238,401000,0,173,1327.912411967562
21,1807592,444586057,396485647,46919216,1105,207,403000,0,173,1327.912411967562
21,1916605,478996663,425743241,51211502,1632,483,403000,0,173,1327.912411967562
21,2103036,538120681,477936985,56604176,2230,549,405000,0,173,1327.912411967562
21,2465689,545081059,485722409,56900538,2216,237,746000,0,173,1327.912411967562
21,2736138,589768149,524744351,61401270,2224,992,878000,0,173,1327.912411967562
21,3080401,661478289,591916429,67804958,1957,796,1003000,0,171,1327.912411967562
21,3515683,740019891,663487143,75945696,1791,136,1202000,0,171,1327.912411967562
21,3784997,825299810,739295646,82968226,1779,636,1221000,0,171,1327.912411967562
21,4049489,849310804,763608674,84631540,2847,567,1410000,0,171,1327.912411967562
21,4306090,888319416,797508800,87753976,1197,393,1547000,0,171,1327.912411967562
21,4421609,906508670,816440518,89186156,2594,262,1606000,0,171,1327.912411967562
21,4447046,915593796,824666336,90039792,1196,413,1606000,0,171,1327.912411967562
21,4675916,953163544,856611040,92699960,1804,568,1719000,0,171,1327.912411967562
21,4773942,958066509,864293123,92748172,2227,296,1802000,0,171,1327.912411967562
21,5186683,1026516205,927839375,97834538,1685,135,1996000,0,171,1327.912411967562
21,5503913,1074333251,968163041,102343778,2764,1251,2167000,0,171,1327.912411967562
21,6129512,1167841473,1053919427,109940862,3366,1382,2512000,0,171,1327.912411967562
21,6262385,1187464317,1074748429,111764410,2650,443,2581000,0,171,1327.912411967562
21,6338578,1213162731,1097192533,114491224,2867,714,2581000,0,171,1327.912411967562
21,6442965,1247303015,1129810787,116917938,1266,247,2585000,0,171,1327.912411967562
21,6468941,1255764221,1137314843,117402894,2840,131,2585000,0,171,1327.912411967562
21,7052493,1388961982,1258882382,129105434,1557,712,2778000,0,171,1327.912411967562
21,7239935,1450269212,1314943012,135039764,682,66,2778000,0,171,1327.912411967562
21,7294048,1467909132,1330538176,136918614,1678,109,2778000,0,171,1327.912411967562
21,7680352,1526913659,1385742463,140579890,1320,338,2778000,0,171,1327.912411967562
21,7719733,1540698037,1398215191,141666078,1892,175,2778000,0,171,1327.912411967562
21,7795791,1549563013,1403517093,142818912,1754,433,2828000,0,171,1327.912411967562
21,8074442,1560697509,1413204869,143926370,1365,229,2974000,0,171,1327.912411967562
21,8228230,1575580224,1429775004,145138760,2575,306,2974000,0,171,1327.912411967562
21,8311677,1600453362,1451613622,146718412,2246,1141,2974000,0,171,1327.912411967562
