k,FinalSpeed,EstimatedSpeed,PercentError
67,4.980591879973085,4.834383,2.935572169579519
68,4.980591879973085,4.6328316,6.982308827292154
69,4.980591879973085,4.761779,4.393314163543429
70,4.980591879973085,4.5865917,7.910709588077301
71,4.980591879973085,4.71554,5.321695776517646
72,4.980591879973085,4.1823654,16.026739024778916
73,4.980591879973085,4.363034,12.399291556920938
74,4.980591879973085,4.8337064,2.949157541434839
75,4.980591879973085,5.0113387,0.6173328703253078
76,4.980591879973085,4.87916,2.0365441507620403
77,4.980591879973085,4.735982,4.911262449218433
78,4.980591879973085,4.9703493,0.20564961738095927
79,4.980591879973085,4.725747,5.116756756126534
80,4.980591879973085,4.228297,15.104523006924378
81,4.980591879973085,3.8841126,22.01503977609925
82,4.980591879973085,4.906354,1.4905443220735837
83,4.980591879973085,4.7520757,4.588133565857674
84,4.980591879973085,4.6749506,6.136645757538491
85,4.980591879973085,4.4634094,10.383955734750042
86,4.980591879973085,5.8198414,16.8503970038024
87,4.980591879973085,5.7637134,15.72346216538245
88,4.980591879973085,5.296094,6.334629866590939
89,4.980591879973085,4.228551,15.099429689216818
90,4.980591879973085,4.6807833,6.019537745886428
91,4.980591879973085,5.439877,9.221497451082852
92,4.980591879973085,5.209922,4.604471966516188
93,4.980591879973085,4.513224,9.383779404691223
94,4.980591879973085,5.314839,6.710989664339001
95,4.980591879973085,5.074133,1.8781109071507356
96,4.980591879973085,5.1804657,4.013053530300149
97,4.980591879973085,4.499334,9.662667270896637
98,4.980591879973085,4.4523892,10.60521826395956
99,4.980591879973085,4.9706235,0.20014462173838762
5,943.4176197661792,926.3841,1.8055127624306628
6,943.4176197661792,929.162,1.5110627746198846
7,943.4176197661792,932.3984,1.1680133029597761
8,943.4176197661792,933.0411,1.0998886271166652
9,943.4176197661792,938.0812,0.5656501316659008
10,943.4176197661792,938.6739,0.5028240417216987
11,943.4176197661792,936.51624,0.7315301590749567
12,943.4176197661792,937.268,0.6518443440360588
13,943.4176197661792,941.49524,0.20376771305619154
14,943.4176197661792,941.44104,0.2095126999648983
15,943.4176197661792,941.7644,0.1752368659082221
16,943.4176197661792,941.53326,0.1997371648083038
17,943.4176197661792,940.4491,0.3146563117219956
18,943.4176197661792,939.7353,0.39031804809285786
19,943.4176197661792,939.9459,0.36799152802309765
20,943.4176197661792,940.4045,0.31938557459391526
21,943.4176197661792,942.09314,0.14039170882455695
22,943.4176197661792,953.60583,1.0799263212068684
23,943.4176197661792,952.0406,0.9140139458985518
24,943.4176197661792,943.1607,0.027232287630649197
25,943.4176197661792,940.1238,0.34913917233394054
26,943.4176197661792,937.7536,0.6003723667323752
27,943.4176197661792,939.00836,0.4673707441319318
28,943.4176197661792,938.6781,0.5023776407119006
29,943.4176197661792,939.16693,0.4505627756760532
30,943.4176197661792,938.6732,0.5028952071000724
31,943.4176197661792,938.9974,0.4685352685053183
32,943.4176197661792,938.62885,0.5075985916525835
33,943.4176197661792,939.32635,0.43366423310224456
34,943.4176197661792,938.9895,0.4693698443062453
35,943.4176197661792,939.3082,0.43558569831833227
36,943.4176197661792,939.7463,0.3891535237194714
37,943.4176197661792,938.67194,0.5030310682769674
38,943.4176197661792,939.8759,0.3754121361135106
39,943.4176197661792,939.4685,0.4185965816265936
40,943.4176197661792,940.03394,0.35866239387630133
41,943.4176197661792,939.5891,0.4058126918387505
42,943.4176197661792,940.5593,0.30297225050901766
43,943.4176197661792,939.30444,0.4359868122691654
44,943.4176197661792,940.0748,0.35432777537536264
45,943.4176197661792,939.50275,0.414967147329539
46,943.4176197661792,936.6061,0.7220069375325958
47,943.4176197661792,937.6963,0.6064473022135415
48,943.4176197661792,938.7726,0.4923627311007766
49,943.4176197661792,939.3678,0.42927138838263657
50,943.4176197661792,937.6558,0.6107366336555151
51,943.4176197661792,936.7773,0.7038597660473228
52,943.4176197661792,937.01917,0.6782208210932632
53,943.4176197661792,936.8628,0.6947958846744645
54,943.4176197661792,937.78436,0.5971116984868929
55,943.4176197661792,936.9144,0.6893226201195479
56,943.4176197661792,937.3747,0.6405355184545054
57,943.4176197661792,937.874,0.5876078856840886
58,943.4176197661792,937.42896,0.6347840619659465
59,943.4176197661792,938.6333,0.5071263123233767
60,943.4176197661792,937.83826,0.591399059477447
61,943.4176197661792,938.3418,0.538025025697232
62,943.4176197661792,937.46497,0.6309670098531797
63,943.4176197661792,937.9882,0.5755033017807211
64,943.4176197661792,937.0306,0.6770110096609117
65,943.4176197661792,936.7127,0.7107045815308947
66,943.4176197661792,936.58154,0.724607708633159
67,943.4176197661792,935.9711,0.7893099767344838
68,943.4176197661792,936.4975,0.7335163200895658
69,943.4176197661792,936.7237,0.7095400571575081
70,943.4176197661792,936.07153,0.7786675178777016
71,943.4176197661792,936.3967,0.744197596425461
72,943.4176197661792,936.1245,0.7730519225660377
73,943.4176197661792,935.5423,0.8347652447756706
74,943.4176197661792,936.1904,0.7660647763257187
75,943.4176197661792,936.66034,0.7162554810440369
76,943.4176197661792,936.1127,0.7743070210573544
77,943.4176197661792,936.0527,0.7806666180520151
78,943.4176197661792,936.6238,0.7201307593754732
79,943.4176197661792,936.36664,0.7473870992925696
80,943.4176197661792,936.7029,0.7117461838870903
81,943.4176197661792,935.9533,0.791199094051311
82,943.4176197661792,936.21906,0.7630305433750617
83,943.4176197661792,934.55396,0.9395271513214911
84,943.4176197661792,935.7297,0.8149036346295784
85,943.4176197661792,934.8598,0.9071080866823811
86,943.4176197661792,934.9237,0.9003344365771829
87,943.4176197661792,935.16003,0.8752842233896688
88,943.4176197661792,933.9541,1.0031101821083945
89,943.4176197661792,935.36273,0.8537987487006878
90,943.4176197661792,934.6526,0.9290723102804213
91,943.4176197661792,935.1762,0.8735697847288498
92,943.4176197661792,935.4883,0.8404908229448208
93,943.4176197661792,934.99634,0.8926356365531277
94,943.4176197661792,935.4832,0.8410277980725491
95,943.4176197661792,934.9666,0.8957863219411235
96,943.4176197661792,935.42645,0.847044507335046
97,943.4176197661792,934.2646,0.9701994294005213
98,943.4176197661792,934.3725,0.9587612122219249
99,943.4176197661792,934.28046,0.968517338638963
6,4.9664297763155885,4.987823,0.43075678382488247
7,4.9664297763155885,5.200175,4.706500297282279
8,4.9664297763155885,4.11063,17.231689150150114
9,4.9664297763155885,6.603657,32.96587420385994
10,4.9664297763155885,4.8541174,2.2614310053782045
11,4.9664297763155885,5.4685526,10.110337520435493
12,4.9664297763155885,5.975787,20.323601297630315
13,4.9664297763155885,5.6373243,13.508588404385765
14,4.9664297763155885,3.39405,31.66016563699981
15,4.9664297763155885,3.235389,34.85483254699043
16,4.9664297763155885,3.574485,28.02706925205665
17,4.9664297763155885,1.8492091,62.76582669054572
18,4.9664297763155885,2.4465752,50.7377477385788
19,4.9664297763155885,2.9604168,40.3914496497831
20,4.9664297763155885,2.66392,46.36146999613953
21,4.9664297763155885,3.4580948,30.37060844446681
22,4.9664297763155885,3.036307,38.86338409613339
23,4.9664297763155885,3.442841,30.67774622672405
24,4.9664297763155885,3.8632545,22.21264125101257
25,4.9664297763155885,3.8430874,22.61870986083444
26,4.9664297763155885,3.8233004,23.017126309401547
27,4.9664297763155885,3.7396271,24.701902748873252
28,4.9664297763155885,3.7279096,24.937837986757504
29,4.9664297763155885,3.6865559,25.770502585024406
30,4.9664297763155885,3.8889885,21.69448336067797
31,4.9664297763155885,3.8709412,22.057869808821017
32,4.9664297763155885,3.819108,23.101540113356144
33,4.9664297763155885,3.7922022,23.643292967660084
34,4.9664297763155885,3.8156543,23.17108164907534
35,4.9664297763155885,4.350679,12.398259580880287
36,4.9664297763155885,3.9891958,19.67678990059392
37,4.9664297763155885,3.775738,23.974803411580055
38,4.9664297763155885,3.798912,23.508189596146533
39,4.9664297763155885,3.873939,21.997507026125096
40,4.9664297763155885,4.043974,18.573822547239
41,4.9664297763155885,4.520508,8.97872282302563
42,4.9664297763155885,4.9265327,0.8033342411187474
43,4.9664297763155885,4.7219467,4.922712512173437
44,4.9664297763155885,4.6020136,7.33758866584187
45,4.9664297763155885,4.252771,14.369656025192151
46,4.9664297763155885,4.413607,11.131188413013085
47,4.9664297763155885,4.391458,11.577164435953385
48,4.9664297763155885,4.317355,13.069239868569909
49,4.9664297763155885,4.117867,17.085971645302646
50,4.9664297763155885,4.0647583,18.155325176131964
51,4.9664297763155885,3.8027296,23.431322340179687
52,4.9664297763155885,3.7407205,24.679887183305933
53,4.9664297763155885,3.7426996,24.640037377424044
54,4.9664297763155885,3.7746243,23.99722702840626
55,4.9664297763155885,3.6783795,25.935134465871712
56,4.9664297763155885,3.5986228,27.541051399112632
57,4.9664297763155885,3.5685186,28.14720434327388
58,4.9664297763155885,3.6012816,27.48751507394761
59,4.9664297763155885,3.5289214,28.94450289890353
60,4.9664297763155885,3.5329845,28.862691021799662
61,4.9664297763155885,3.531789,28.88676124547052
62,4.9664297763155885,3.499477,29.53737257443748
63,4.9664297763155885,3.5147593,29.22965871981476
64,4.9664297763155885,3.8505526,22.468398178872288
65,4.9664297763155885,4.387,11.666926111700832
66,4.9664297763155885,4.422229,10.957589005676518
67,4.9664297763155885,5.0146623,0.9711702698790868
68,4.9664297763155885,4.168477,16.06692843439167
69,4.9664297763155885,3.934809,20.771879464350935
70,4.9664297763155885,4.693889,5.487657079790881
71,4.9664297763155885,5.1339064,3.3721726807456083
72,4.9664297763155885,4.631776,6.738319786448073
73,4.9664297763155885,4.03334,18.7879390442808
74,4.9664297763155885,5.422133,9.175669708654752
75,4.9664297763155885,4.8978605,1.3806547633878608
76,4.9664297763155885,5.517506,11.096026141385334
77,4.9664297763155885,4.9309726,0.7139374112027702
78,4.9664297763155885,4.3745737,11.917133542439782
79,4.9664297763155885,4.49528,9.486693833697373
80,4.9664297763155885,5.113735,2.966022460671968
81,4.9664297763155885,5.284908,6.412615417291873
82,4.9664297763155885,5.543489,11.619195861299586
83,4.9664297763155885,4.755463,4.247853337222935
84,4.9664297763155885,6.0461664,21.740700911879973
85,4.9664297763155885,5.3604307,7.933283241648251
86,4.9664297763155885,4.67042,5.9602092411918655
87,4.9664297763155885,3.971242,20.038294512343075
88,4.9664297763155885,5.048525,1.6529999204518637
89,4.9664297763155885,4.4755464,9.884030146579214
90,4.9664297763155885,3.98326,19.79631051462131
91,4.9664297763155885,4.1416698,16.60669863963776
92,4.9664297763155885,4.953539,0.25956033293259245
93,4.9664297763155885,4.289396,13.632206587732549
94,4.9664297763155885,4.2590785,14.242651271016602
95,4.9664297763155885,4.4365177,10.669879263944997
96,4.9664297763155885,3.824386,22.99526916373473
97,4.9664297763155885,3.869489,22.087110281972038
98,4.9664297763155885,3.9803672,19.854556231374108
99,4.9664297763155885,3.991315,19.634122140724237
6,85.7272937192965,83.50474,2.5925883914755055
7,85.7272937192965,148.86897,73.65411448280813
8,85.7272937192965,156.4349,82.47969721065299
9,85.7272937192965,158.60066,85.00602941084752
10,85.7272937192965,101.51726,18.41882939036369
11,85.7272937192965,92.447624,7.839195891627431
12,85.7272937192965,90.52356,5.594794426522768
13,85.7272937192965,85.45718,0.3150892779665603
14,85.7272937192965,87.32936,1.868794841306128
15,85.7272937192965,87.21027,1.7298808337927007
16,85.7272937192965,87.309006,1.8450506826767588
17,85.7272937192965,84.4955,1.4368761786687174
18,85.7272937192965,90.65931,5.7531451815798755
19,85.7272937192965,85.66364,0.07424804077466045
20,85.7272937192965,85.9923,0.3091293450709038
21,85.7272937192965,89.83462,4.791150772703177
22,85.7272937192965,86.32473,0.6969031380989674
23,85.7272937192965,89.547585,4.456329657278093
24,85.7272937192965,86.867546,1.3300925676950537
25,85.7272937192965,85.867195,0.1631935455190313
26,85.7272937192965,84.560776,1.3607311182366026
27,85.7272937192965,92.13256,7.471677610233717
28,85.7272937192965,90.9861,6.134342163053553
29,85.7272937192965,87.35588,1.8997298845578845
30,85.7272937192965,84.0871,1.9132722849019002
31,85.7272937192965,86.97776,1.4586563291492767
32,85.7272937192965,89.44367,4.335116973420518
33,85.7272937192965,85.8614,0.15642984216133995
34,85.7272937192965,85.49576,0.2700839518088691
35,85.7272937192965,85.742455,0.01768492723185514
36,85.7272937192965,85.987724,0.30378957926220007
37,85.7272937192965,85.70233,0.029118120081432903
38,85.7272937192965,85.335365,0.45718044613616604
39,85.7272937192965,83.456924,2.648362245347416
40,85.7272937192965,84.33657,1.6222639479372292
41,85.7272937192965,84.14558,1.8450567766957102
42,85.7272937192965,85.13931,0.6858737161132649
43,85.7272937192965,85.867775,0.16386991585480046
44,85.7272937192965,86.79001,1.239645834505294
45,85.7272937192965,87.02291,1.5113242192424576
46,85.7272937192965,85.509056,0.25457193213458484
47,85.7272937192965,84.295815,1.6698056628540545
48,85.7272937192965,86.1328,0.4730156573497019
49,85.7272937192965,86.67557,1.1061516892877012
50,85.7272937192965,86.39613,0.7801945851050641
51,85.7272937192965,85.928375,0.23455951555235643
52,85.7272937192965,85.640076,0.10173893507980342
53,85.7272937192965,85.06466,0.7729563968435412
54,85.7272937192965,83.26297,2.8746081226621922
55,85.7272937192965,83.02895,3.1475858504128076
56,85.7272937192965,84.42505,1.5190551744646676
57,85.7272937192965,84.91008,0.9532713885937846
58,85.7272937192965,85.45677,0.31556095727966244
59,85.7272937192965,85.51998,0.24182769107114532
60,85.7272937192965,86.164444,0.509931238307207
61,85.7272937192965,85.86563,0.16136912553439087
62,85.7272937192965,84.344505,1.6130083538688094
63,85.7272937192965,83.69557,2.369982454520329
64,85.7272937192965,84.61701,1.2951320952766774
65,85.7272937192965,84.374886,1.5775701081183793
66,85.7272937192965,84.1441,1.8467833009738581
67,85.7272937192965,83.92355,2.1040443180275217
68,85.7272937192965,84.47528,1.4604601443238254
69,85.7272937192965,84.74477,1.146108131165438
70,85.7272937192965,83.57784,2.5073123315105073
71,85.7272937192965,84.0352,1.9738074299532382
72,85.7272937192965,84.855804,1.0165832118656482
73,85.7272937192965,85.38506,0.39920838867300606
74,85.7272937192965,85.635345,0.10725669308213057
75,85.7272937192965,86.10874,0.4449551880249639
76,85.7272937192965,86.42597,0.8150009585681313
77,85.7272937192965,86.39338,0.7769818260101609
78,85.7272937192965,86.04964,0.37600991182491783
79,85.7272937192965,86.33735,0.7116230925116274
80,85.7272937192965,86.11514,0.4524219605474679
81,85.7272937192965,85.69359,0.039317072776057
82,85.7272937192965,85.037224,0.8049593932570389
83,85.7272937192965,85.457504,0.31470659475026985
84,85.7272937192965,85.79434,0.07821117267351173
85,85.7272937192965,85.20828,0.6054212445954623
86,85.7272937192965,84.21891,1.7595137284402769
87,85.7272937192965,84.048386,1.9584289044241716
88,85.7272937192965,84.03259,1.9768510964641994
89,85.7272937192965,83.91714,2.1115288897693882
90,85.7272937192965,84.06986,1.9333765031716699
91,85.7272937192965,84.388885,1.561239324353427
92,85.7272937192965,84.75072,1.1391664356141231
93,85.7272937192965,84.76481,1.122728856532997
94,85.7272937192965,84.13089,1.8621885253319683
95,85.7272937192965,85.09922,0.7326411649878283
96,85.7272937192965,85.72707,0.00025668588538933605
97,85.7272937192965,86.20294,0.5548386687584052
98,85.7272937192965,86.6949,1.128703300219793
99,85.7272937192965,87.407936,1.960451921412527
6,5.085095878867518,4.8805575,4.022310427590458
7,5.085095878867518,5.1735597,1.739668020421177
8,5.085095878867518,4.1944904,17.514034491058673
9,5.085095878867518,6.523073,28.278273444548326
10,5.085095878867518,5.362059,5.446568640858913
11,5.085095878867518,5.5567374,9.274978393930192
12,5.085095878867518,5.750177,13.07902630670344
13,5.085095878867518,4.582833,9.877160186730556
14,5.085095878867518,3.2044516,36.98345837900362
15,5.085095878867518,3.2530794,36.027176441515664
16,5.085095878867518,3.3267162,34.57908633657919
17,5.085095878867518,2.2959425,54.849572168765995
